52.28577313333332,20.933690036335197,1,Goldoniego,Bielany,01-913
52.30395827538461,20.93134185942278,6,Heroldów,Bielany,01-991
52.18359989140625,21.01188360547805,27,Modzelewskiego,Mokotów,02-679
52.20237884230771,20.971149161129606,23,Korotyńskiego,Ochota,02-123
52.21101802777778,20.967100836413906,12,Dobosza,Ochota,02-376
52.23925244545455,21.11036183266469,7,Witolińska,Praga-Południe,04-185
52.245257190909086,21.093763241015452,56/58,Kordeckiego,Praga-Południe,04-355
52.250955646428565,21.04072103420817,24,Targowa,Praga-Północ,03-733
52.252913199999995,20.988426827050812,4,Dzika,Śródmieście,00-194
52.29416227142858,21.02000565791471,14,Skrajna,Targówek,03-209
52.26851456515153,21.05665866138562,6,Barkocińska,Targówek,03-543
52.20155529849784,20.863293186312095,42,Warszawska,Ursus,02-496
52.15113978650792,21.050575300720986,11,Związku Walki Młodych,Ursynów,02-786
52.17311523636365,21.06564821225875,18,Jana III Sobieskiego,Wilanów,02-957
52.23257681,20.95968951036788,9,Świetlików,Wola,01-141
52.22625399999999,20.993109550185036,56C,Al. Jerozolimskie,Wola,00-803
52.181457851923064,21.026564598198796,22,Bukowińska,Mokotów,02-703
52.1916968134243,20.884734916073725,5B,Skoroszewska,Ursus,02-495
52.24895139583333,21.069863882861842,2,Terespolska,Praga-Południe,03-813
52.19862273076922,20.977529735926392,U3,K.Bohdanowicza 21 lok.,Ochota,02-117
52.24423759999999,20.947907104933655,56,Deotymy,Wola,01-409
52.28285275259742,21.077622057006593,2,Fersta,Targówek,03-683
52.18725743620689,20.956286433599416,246,al. Krakowska,Włochy,02-219
52.27187437941175,20.959996348099327,22,Gąbińska,Bielany,01-703
52.23766091428571,21.001719415857526,12/14,Grzybowska,Śródmieście,00-131
52.29082682272727,20.93589394202599,22,Przy Agorze,Bielany,01-930
52.196641784782614,20.93294671196493,177,Jutrzenki,Włochy,02-231
52.169291480000005,20.999067104133733,61,Bokserska,Mokotów,02-690
52.24715123007348,21.210799928916746,2,Wspólna,Wesoła,05-075
52.23727891944444,21.11429709771778,2,Dęblińska,Praga-Południe,04-187
52.27328503000001,21.068899299594428,6,Kraśnicka,Targówek,03-579
52.24395213846154,21.081162918188248,96,Al. J.Waszyngtona,Praga-Południe,04-076
52.23093376666667,20.989240578246307,98,Pańska,Wola,00-837
52.2592184826087,21.15668267310508,104,Strażacka,Rembertów,04-455
52.153124066265036,21.047157423553102,85,Komisji Edukacji Narodowej,Ursynów,02-777
52.252683117857146,21.050298611826886,20,Kijowska,Praga-Północ,03-743
52.230591533333325,20.993868007527002,32,Żelazna,Wola,00-832
52.251801040625,21.169983326476235,3,Grzybowa,Rembertów,04-498
52.25283352499999,21.001480492106104,6,Bonifraterska,Śródmieście,00-213
52.24488752,20.997681088650012,7a,Nowolipie,Śródmieście,00-146
52.24691180666665,21.094212948395004,84,Osowska,Praga-Południe,04-351
52.26783669147286,20.947395622761086,45/47,J. Kochanowskiego,Bielany,01-864
52.244893126056354,21.109779535983197,36,Żółkiewskiego,Praga-Południe,04-305
52.209239864999994,20.920392887434485,10,Plastyczna,Włochy,02-449
52.236358302777774,21.018384319816747,68,Nowy Świat,Śródmieście,00-357
52.23384575714285,21.03596905538013,24,Solec,Śródmieście,00-403
52.259682419298244,20.976690994451765,19,Rydygiera,Żoliborz,01-793
52.2189648551669,21.110209271676876,2a,Brygady Pościgowej,Wawer,03-984
52.259682419298244,20.976690994451765,7,Rydygiera,Żoliborz,01-793
52.23665970277778,20.99230920806643,2,Krochmalna,Wola,00-864
52.17265169791667,21.00536926147701,28,Rzymowskiego,Mokotów,02-697
52.170571927499985,21.024964596167045,5,Batuty,Mokotów,02-743
52.25121406666667,20.994661098430587,5A,Dubois,Śródmieście,00-184
52.189886269047626,21.025316878353483,111b,Puławska,Mokotów,02-707
52.13458418994083,21.07082922679166,4,Migdałowa,Ursynów,02-796
52.24510295454545,20.96484930034941,16,Obozowa,Wola,01-161
52.237739854999994,20.98457007130283,58,Ogrodowa,Wola,00-876
52.23121391153846,21.01684773815039,54,Al. Jerozolimskie,Śródmieście,00-024
52.154073507692324,21.025538912168802,10,Romera,Ursynów,02-784
52.268874415999996,20.953922837612584,58a,Broniewskiego,Bielany,01-716
52.1601732612903,21.11705294564325,100,Syta,Wilanów,02-993
52.232686668000014,21.015440866662264,36,Chmielna,Śródmieście,00-020
52.120915583812945,21.098346677276513,52,Przekorna,Wilanów,02-971
52.21880754814449,21.24084070058768,14,Kamyk,Wesoła,05-077
52.2250121749254,21.09364860067268,1,Abrahama,Praga-Południe,03-982
52.20733808333333,20.94337408697579,262,Al. Jerozolimskie,Ochota,02-342
52.16098960223881,21.07200108158147,23a,Rzeczypospolitej,Wilanów,02-972
52.247956643333325,21.096976955395807,27,Wspólna Droga,Praga-Południe,04-345
52.232326975000014,21.06217820957326,40,Zwycięzców,Praga-Południe,03-938
52.17681307105263,21.01897977795817,48,Wita Stwosza,Mokotów,02-661
52.25454002840909,21.043088824918758,9,Plac Konesera,Praga-Północ,03-736
52.223809927333335,20.94248660766331,12,Jana Kazimierza,Wola,01-248
52.231419300000006,21.016680100000002,50,Krucza,Śródmieście,00-025
52.30346326880852,21.042513170810285,6,Kopijników,Białołęka,03-274
52.248532086363646,21.075326938856985,4,Podskarbińska,Praga-Południe,03-833
52.16098960223881,21.07200108158147,4,Sarmacka,Wilanów,02-972
52.33102461016885,21.05074467744656,22,Magiczna,Białołęka,03-289
52.17247891666667,21.052361726528883,2,Bergamotki,Mokotów,02-765
52.15734402000001,21.21192474337257,11,Śpiewna,Wawer,04-976
52.171952646195656,21.168469340331196,22,Przewodowa,Wawer,04-874
52.34404838451327,20.95067586142456,347,Modlińska,Białołęka,03-151
52.187613420000005,21.004296159347472,5,Garażowa,Mokotów,02-651
52.136840643095255,21.058728964292325,3,Belgradzka,Ursynów,02-793
52.25232990000001,20.987972874833638,40,Stawki,Śródmieście,00-178
52.24715123007348,21.210799928916746,1,Plac Wojska Polskiego,Wesoła,05-075
52.28705596101694,21.085765544193244,24A,Łodygowa,Targówek,03-687
52.31311207148763,20.96588877232643,50,Myśliborska,Białołęka,03-185
52.22393859848482,20.954038836357004,5,Stańczyka,Wola,01-237
52.34980985094851,21.032811425514552,39,Kobiałka,Białołęka,03-044
52.1916968134243,20.884734916073725,22,Herbu Oksza,Ursus,02-495
52.183337722857146,21.005475249429605,26,Domaniewska,Mokotów,02-672
52.22011602159093,21.15158626326577,17,Widoczna,Wawer,04-647
52.188653905596986,21.14295023604936,131,Trakt Lubelski,Wawer,04-790
52.225806975,21.03849915770119,6,Górnośląska,Śródmieście,00-444
52.19200112761191,20.949574535863725,22,Łopuszańska,Włochy,02-220
52.23757225,20.97390972209121,15,Leszno,Wola,01-199
52.2006389,20.966423478459053,194,Grójecka,Ochota,02-390
52.294936266666674,21.032482699829117,16,Łabiszyńska,Targówek,03-397
52.21718445961538,20.884167700349117,106,Połczyńska,Bemowo,01-304
52.33359298734828,20.965404347141384,28,Czarodzieja,Białołęka,03-116
52.31921580510205,20.999228132766618,44,Marywilska,Białołęka,03-042
52.23005946,20.895494841505148,71,Lazurowa,Bemowo,01-314
52.23741442727273,20.960375451524325,86/88,al. Solidarności,Wola,01-144
52.33102461016885,21.05074467744656,114,Ostródzka,Białołęka,03-289
52.23565902142858,20.993779195502267,32,Grzybowska,Wola,00-863
52.26448619210527,21.04252597970619,43,Szwedzka,Praga-Północ,03-420
52.234960584,20.959406104496914,11,Sokołowska,Wola,01-142
52.260653461111104,21.029029679683376,6,pl. Hallera,Praga-Północ,03-464
52.253011434549364,20.91754286524757,8,Wrocławska,Bemowo,01-493
52.22300128461539,21.15158875100405,56/58,Wydawnicza,Wawer,04-601
52.32645879029851,20.947002767286556,14,Trakt Nadwiślański,Białołęka,03-144
52.153187692179515,21.050147186777874,10/U4,Dereniowa,Ursynów,02-776
52.17997754152544,21.04894516227254,2a,Mangalia,Mokotów,02-758
52.34627716171876,20.95514289607875,1,Animuszu,Białołęka,03-153
52.1916968134243,20.884734916073725,41,Wojciechowskiego,Ursus,02-495
52.18612057428572,20.99246562513029,10c,Konstruktorska,Mokotów,02-673
52.2291127,20.984308325,2C,Rondo I. Daszyńskiego,Wola,00-843
52.21193873116884,21.064965139381137,183,Bartycka,Mokotów,00-716
52.15284302187499,21.08801541054558,2,Pałacowa,Wilanów,02-962
52.1916968134243,20.884734916073725,70,Orląt Lwowskich,Ursus,02-495
52.241889928125005,20.995283225738035,115,Al. Solidarności,Śródmieście,00-140
52.171958580875064,20.884942090704985,24,Kuchy,Wola,05-816
